id,season,episode,scene,line_text,speaker,deleted
30097,5,24,26,Deceit does not come easy to me.,Dwight,False
30220,5,25,5,"Guys, I'm scared. I'm really scared. I think I'm growing into a giant. Because look at this normal sized coffee cup. Looks so tiny in my giant hand now. Anybody want to go to lunch with me later on?",Michael,False
30221,5,25,5,I do.,Dwight,False
30240,5,25,12,"Hi, guys. How you doing?",Erin,False
30241,5,25,12,"Erin, how many times do I have to tell you? It is not necessary for you to ask us how we are doing every time you interact with us.",Dwight,False
30244,5,25,12,"Did somebody here leave a map in the printer to Youngstown, Ohio?",Erin,False
30245,5,25,12,"Attention, office. Who here is planning a trip to Youngstown, Ohio? I will take your silence to mean that you are all hiding something. This location is the Superior Court -",Dwight,False
30287,5,25,17,Are you all afwaid?,Michael,False
30288,5,25,17,No.,Dwight,False
30364,5,25,22,I don't need you to give me a history lesson. Ok?,Michael,False
30365,5,25,22,What do you think history is?,Dwight,False
30447,5,25,40,"Wanna dance, Dwight?",Phyllis,False
30448,5,25,40,"Ordinarily I would say no but you need to move to reduce lactic acid build-up. Also, this song is fantastic.",Dwight,False
30449,5,25,40,Mind if I steal my wife?,Bob Vance,False
30450,5,25,40,You can't steal what is legally your property.,Dwight,False
30504,5,25,51,How did I end up back in Crazytown?,Stanley,False
30505,5,25,52,It is hard to imagine you playing softball.,Dwight,False
30508,5,25,52,The girls school?,Phyllis,False
30509,5,25,53,I played high school softball. Notice I didn't say 'girls' high school softball. Not after the landmark case of Shrute vs. the Lackawanna County Board of Education.That was one case the Pennsylvania Supreme Court got right. I hit the ball right over the protest banners.,Dwight,False
30541,5,26,11,Woah. Homemade?,Rolph,False
30542,5,26,11,Of course. You think the EPA would ever allow that much DEET? [both laugh],Dwight,False
30571,5,26,16,"Bro-migo, you think you could put Erin on my row?",Andy,False
30572,5,26,16,Why? I don't understand.,Dwight,False
30611,5,26,21,So what?,Woman,False
30612,5,26,21,"Rule violation. Ball is ours. Give it to me. Our point. Okay. Hey, Pam, how ya doin? Hey, do you know if you're right-handed or left-handed? Or do you even know? What hand do you use to answer the phone?",Dwight,False
30710,5,26,33,How do you figure?,Pam,False
30711,5,26,33,"Because if we don't play, then the other team wins.",Dwight,False
30773,5,26,41,"Yeah, it looks like Pam won't make it back. Okay?",Charles,False
30774,5,26,41,Okay. Fine.,Dwight,False
30808,6,1,2,[hands Dwight a cup of water] There you go. Is there anything else I can do?,Female Intern,False
30809,6,1,2,"[chugs water, throws away cup] Yes. Umm... see those files behind Kevin's desk?",Dwight,False
30840,6,1,6,[annoyed] How do you know this?,Michael,False
30841,6,1,6,"[still typing] People tell me things. I guess I have a face you can trust. I think it's because of my low cheekbones. And... boom. [finishes typing, turns to face Michael] Okay, what is it, what can't I guess?",Dwight,False
30972,6,1,22,Why would we call you at night?,Eric,False
30973,6,1,22,"[grabs card from Eric, crumples it, throws it to the ground] Well now you can't call me at all. Problem solved.",Dwight,False
31227,6,2,18,You're into trains?,Toby,False
31228,6,2,18,I have been my whole life.,Dwight,False
31243,6,2,18,You gonna eat all that dog food yourself?,Toby,False
31244,6,2,18,Ooohhh... [crashes car into garbage cans]  Oh man!  You okay?,Dwight,False
31300,6,2,26,Why would you think a lady is me?,Darryl,False
31301,6,2,26,Are you... are you serious?  Be... cause you look exactly alike.  Am I the only one?  Are you getting this?,Dwight,False
31321,6,2,28,What?,Toby,False
31322,6,2,28,"He broke his ankle climbing over the railing and he lied about it because it was a misuse of company equipment, case closed.",Dwight,False
31357,6,2,31,"Alright, hey Michael can you pick up for one second.  [Michael picks up phone] Okay look, I'm not going to force you into anything.  If you're willing to lose Jim, fine, you just say so and we'll find another solution, okay.  Is that what you want to do?",David,False
31358,6,2,32,"Okay people,  listen up, I have an announcement to make, fraud was committed...",Dwight,False
31359,6,2,32,"Okay everybody, I have an announcement to make... whoa do you have an announcement?",Michael,False
31360,6,2,32,I'm... I was making it.,Dwight,False
31402,6,3,4,I'm sorry to hear about that. Who is this about?,Jim,False
31403,6,3,4,You!,Dwight,False
31404,6,3,4,Okay. Just want to let you know I take complaints very seriously. So... When did this happen?,Jim,False
31405,6,3,4,One minute ago.,Dwight,False
31406,6,3,4,Okay. And how do you feel?,Jim,False
31407,6,3,4,Angry.,Dwight,False
31408,6,3,4,All right. Did he hit you?,Jim,False
31409,6,3,4,No.,Dwight,False
31410,6,3,4,Did you cry?,Jim,False
31411,6,3,4,No.,Dwight,False
31412,6,3,4,Did you feel like crying?,Jim,False
31413,6,3,4,No.,Dwight,False
31617,6,3,22,Yeah. Who said that?,Meredith,False
31618,6,3,22,I think it was Creed.,Dwight,False
31706,6,4,8,What the hell?,Kevin,False
31707,6,4,8,Come on. You've got to be kidding me.,Dwight,False
31748,6,4,10,Is that all you have on her?,Michael,False
31749,6,4,10,"Well, if this is in fact her because it is a very common name.",Dwight,False
31772,6,4,15,You did?,Michael,False
31773,6,4,15,Mmm-hmm.,Dwight,False
31778,6,4,15,Are you serious? You want me to play that for a woman coming to my room?,Michael,False
31779,6,4,15,Yeah. It's practical.,Dwight,False
31824,6,4,18,I don't have a room?,Michael,False
31825,6,4,18,No you do not.,Dwight,False
31866,6,4,23,[laughs] No no. She's my girlfriend. Hey? Can you make room at the head table?,Mr. Beesly,False
31867,6,4,24,"From quarter three to quarter four up 17 percent, while his sales down two percent. It's all in the report.",Dwight,False
31868,6,4,24,Why would they make the bad man a boss if you're so much smarter?,Little Girl,False
31869,6,4,24,"Excellent question. Because while I was busy trying to improve the company and make it a success, Jim... the bad man was busy kissing the boss man's butt.",Dwight,False
31898,6,4,28,"Well, who's that one?",Michael,False
31899,6,4,28,"Isabel Poreba. Oh, I've got stuff on her. [laughs] In 1996 her tenth grade volleyball team went 10-2.",Dwight,False
31900,6,4,28,"What am I supposed to do with that, Dwight?",Michael,False
31901,6,4,28,That's a very good record.,Dwight,False
31991,6,4,41,What are you wearing?,Michael,False
31992,6,4,41,"What? It's a casual, social outfit.",Dwight,False
32001,6,4,43,Wait. You're worried about your horses? That's cool. How many horses do you have?,Isabel,False
32002,6,4,43,Nine and three-quarters.,Dwight,False
32008,6,4,45,Why?,Michael,False
32009,6,4,45,I found twins.,Dwight,False
32092,6,4,55,"That's really sweet, Dwight.  So I'll see you at the wedding?",Isabel,False
32093,6,4,55,You know it.,Dwight,False
32100,6,4,56,[watching Dwight eat breakfast] How can you eat like that?,Michael,False
32101,6,4,56,I'm ravenous after a night of love making.  You?,Dwight,False
32112,6,4,56,Wait a second.  You're not into her?  Are you kidding me?,Michael,False
32113,6,4,56,No.,Dwight,False
32114,6,4,56,She's Pam's best friend.  You guys could double date.  Swap maybe?,Michael,False
32115,6,4,56,Oh please.  Put a gun in my mouth.,Dwight,False
32159,6,4,65,Hello stranger.  How do I look?,Isabel,False
32160,6,4,65,"Oh.  Fine.  Isabel, [holds out hand] nice to see you.  What do you want?",Dwight,False
32214,6,4,73,What?,Toby,False
32215,6,4,73,I'd like to lodge a formal complaint against Jim for making us wait for over an hour.,Dwight,False
32278,6,5,7,What do you think?,Andy,False
32279,6,5,7,I think you're right. It definitely looks suspicious. And his southern Italian heritage raises some flags.,Dwight,False
32299,6,5,8,"Hey guys, I drive a SUV, does that mean I'm in the mob?",Oscar,False
32300,6,5,8,"No, not that, by itself. But look at all the facts. He seems like a mobster.",Dwight,False
32376,6,5,14,Should I change?,Andy,False
32377,6,5,14,You're wearing loafers!,Dwight,False
32481,6,5,22,"Look Mike, I don't know what your friends are telling you, but you have to decide for yourself. Are these guys gonna take care of your things if you die tomorrow?",Grotti,False
32482,6,5,22,Yes.,Dwight,False
32532,6,5,26,That we surgically remove the fear center from Michael's brain?,Andy,False
32533,6,5,26,What is wrong with you? I am talking about convincing Michael that the guy's not mafia!,Dwight,False
32567,6,5,29,No. What do you mean?,Michael,False
32568,6,5,29,"We just told you he wasn't mafia, so you wouldn't be scared.",Dwight,False
32569,6,5,29,What?,Michael,False
32570,6,5,29,You successfully backed down the mob!,Dwight,False
32603,6,6,3,"Is there someone there? Who is there? I hear voices, is somebody there?",Michael,False
32604,6,6,3,Yeah!,Dwight,False
32607,6,6,3,[gasps] It is?,Michael,False
32608,6,6,3,Yeah...,Dwight,False
32623,6,6,6,Do we have a conversation scheduled?,Jim,False
32624,6,6,6,"Number one, do not leave your things on my desk. It's not some kind of personal pen receptacle for you. I don't care how high they promote you, which brings me to item number two... I never formally congratulated you on your promotion, so I'd just like to say... [high voice, holding up wooden mallard] con-quack-ulations!",Dwight,False
32746,6,6,19,"I know, right?",Andy,False
32747,6,6,19,What were you talking about in there?,Dwight,False
32823,6,6,22,What the hell is a mallard?,Kelly,False
32824,6,6,22,That!,Dwight,False
32882,6,6,27,A wooden duck?,Jim,False
32883,6,6,27,Mallard.  I put it in your office in order to surveil you.  I was jealous that you got the promotion over me.,Dwight,False
33053,6,7,22,"And when you fell in, did you flounder?",Phyllis,False
33054,6,7,22,"Michael, flounder is both a kind of fish and -",Dwight,False
33067,6,7,24,Your nose?,Michael,False
33068,6,7,24,It's too small.,Dwight,False
33073,6,7,24,What keeps your glasses on?,Kelly,False
33074,6,7,24,"Hey! It's on the list, everybody.",Dwight,False
33229,6,8,1,Wow. H & H.  You went all the way to New York City to get us bagels?,Andy,False
33230,6,8,1,"Oh, why? Is there a place closer that sells them?",Dwight,False
33311,6,8,15,Is that right?,Andy,False
33312,6,8,15,Observe. [walks towards desk],Dwight,False
33602,6,9,3,"So let's just say that Dwight has come at you with the throat punch.  Now how would you, Dwight, defend against it?",Jim,False
33603,6,9,3,Easy.  Allow me to demonstrate.  I am attacking myself with a throat punch.  Here it comes. [gives himself a fake throat punch]  Block.  Grasp wrist as such. [grasps wrist],Dwight,False
33617,6,9,5,Yes?,Michael,False
33618,6,9,5,What is the meaning of this email that everyone got?,Dwight,False
33832,6,9,49,"We'll put down our weaponry on the count of three, you ready?",Michael,False
33833,6,9,49,"OK, I'm ready.",Dwight,False
33853,6,10,11,"Oh, is today Recyclops Day?",Stanley,False
33854,6,10,11,Yes.,Dwight,False
33964,6,10,28,"Look, do you want to be able to tell your grandkids you stood up for yourself during the - America's biggest financial crisis?",Andy,False
33965,6,10,28,How is he gonna have grandkids?,Dwight,False
33980,6,10,31,Excuse me?,Woman in line,False
33981,6,10,31,"Oh, I'm sorry. Were you raised in a household with no consequences?",Dwight,False
34194,6,11,12,"Agh, God, you know what, could this day get any worse?",Michael,False
34195,6,11,13,"Hey Jimmy, what's up?",Dwight,False
34238,6,11,17,Jim said that?,Kevin,False
34239,6,11,17,He thought you were doing an incredible job last month.,Dwight,False
34240,6,11,17,Jim said that?,Kevin,False
34241,6,11,17,You seem suprised.,Dwight,False
34252,6,11,21,Are you kidding me?,Oscar,False
34253,6,11,21,"Oh, no!",Dwight,False
34260,6,11,21,Dwight?,Jim,False
34261,6,11,21,"Yeah, you said 'In an ideal world, there would be a cash prize.'  Isn't that what you said?",Dwight,False
34287,6,11,26,"How is that possible?  No offense Pam, but how the hell is that possible?",Phyllis,False
34288,6,11,26,There must be some reasonable explanation for this.,Dwight,False
34301,6,11,29,"No, he's in his weekly staff meeting, can I take a message?",Stephanie,False
34302,6,11,29,"Tell him I'm mad at Jim, because he's asking us to give money to Pam.",Dwight,False
34335,6,11,35,"It's been crazy here.  You know I think you're doing a great job, right?",David,False
34336,6,11,35,What?,Dwight,False
34339,6,11,35,"Okay.  Hey, we still on for dinner this weekend?",David,False
34340,6,11,35,What?,Dwight,False
34365,6,11,37,How's it going?  Good day?,Ryan,False
34366,6,11,37,"Not now, Temp.",Dwight,False
34388,6,12,3,Why don't we talk more about it instead of doing it?,Meredith,False
34389,6,12,3,Thirty! Twenty-nine! Twenty-eight! [others join],Dwight,False
34390,6,12,3,Why would you start so high?,Jim,False
34391,6,12,3,Twenty- seven! Twenty-six! ...,Dwight,False
34406,6,12,3,We're supposed to applaud you for taking a giant diaper off fake tree?,Stanley,False
34407,6,12,3,This was a successful unveiling! Go back to work! Merry Christmas!,Dwight,False
34520,6,12,20,How do you know it's a gun?,Phyllis,False
34521,6,12,20,What else does it look like?,Dwight,False
34553,6,12,27,"[on karaoke microphone] Uh oh, what's Dwight gonna get? What is iiiit?",Michael,False
34554,6,12,27,Yes! [Dwight opens package to reveal another machine part],Dwight,False
34621,6,12,33,What?,Jim,False
34622,6,12,33,You are kidding me!,Dwight,False
34629,6,12,33,What?,Jim,False
34630,6,12,33,Aaaarrhh!  [kicks over Christmas tree],Dwight,False
34742,6,13,10,"What are, are you doing at my desk?",Toby,False
34743,6,13,10,Ignore him. He's the local lunatic.,Dwight,False
34881,6,14,9,"We're very excited too, aren't we guys? Right?",Michael,False
34882,6,14,9,So excited.,Dwight,False
35106,6,15,1,What?,Michael,False
35107,6,15,1,[looking through Michael's email] I'm not seeing anything under 'confirmation.',Dwight,False
35140,6,15,3,Do you always stay seated when a lady enters the room?,Jo,False
35141,6,15,3,"I am treating you the same as a man, for whom I would also not stand. Unless it was the President. Or Judge Judy.",Dwight,False
35259,6,15,26,Did you see Saw?,Ryan,False
35260,6,15,26,Of course I seesaw. Mose and I seesaw all the time.,Dwight,False
35261,6,15,26,"No, uh, the movie. Did you see the movie Saw?",Ryan,False
35262,6,15,26,"Oh, yeah. Great film. Almost as fun as going on a seesaw.",Dwight,False
35265,6,15,26,Could we lure him into an old warehouse or something?,Ryan,False
35266,6,15,26,I have an old barn!,Dwight,False
35336,6,15,35,And you guys are okay with this?,Michael,False
35337,6,15,35,"She sent an email, so.",Dwight,False
35391,6,15,43,"I would love to. [elevator doors close, then reopen in the lobby] Why not?",Ryan,False
35392,6,15,43,Because! Martini bars are pretentious. No thank you.,Dwight,False
35433,6,16,7,[as Nick looks over at her]  What are you looking at?,Angela,False
35434,6,16,7,"Ha, nerd.",Dwight,False
35437,6,16,9,Excuse me?,Angela,False
35438,6,16,9,"I want to have a child for business reasons and I want you to be the mother.  If you agree, say nothing.  If you disagree, say anything...  Very well.  Let's meet at 4:00 PM at our old meeting spot and bang it out.",Dwight,False
35486,6,16,15,What is this?,Angela,False
35487,6,16,15,"Before we conceive a child, uh, it is important that we bang out a parenting contract.",Dwight,False
35528,6,16,18,What if it's a girl?,Angela,False
35529,6,16,18,"Irrelevant question.  Section 5A, child shall be male.",Dwight,False
35641,6,16,25,"Dwight, what is the traffic like?",Michael,False
35642,6,16,25,Doesn't matter.  I'll escort you!,Dwight,False
35647,6,16,25,What!?,Michael,False
35648,6,16,25,This is where I saw that deer last week.,Dwight,False
35649,6,16,25,Where?,Michael,False
35650,6,16,25,Right over by that fence.,Dwight,False
35662,6,16,27,"I'm texting about you, okay!?",Michael,False
35663,6,16,28,"Ugh, alright.  [as he puts a police siren on top of his car]  Let's move!  ...  What?",Dwight,False
35675,6,16,29,"Guys, guys!  Stop fighting, come on.  Come on.  Do you want your kid to come out a lawyer?  Right?  Okay, you know what?  I am all over this.  Here we go.  [as he calls Dwight]  Ready?",Michael,False
35676,6,16,29,Dwight Schrute.,Dwight,False
35900,6,16,60,Have you had a chance to look over the revisions on the contract I've prepared for you?,Angela,False
35901,6,16,60,"Nothing left to do except dot the I's, the J's, and the umlauts.  Why don't you meet me here at exactly mid-late afternoon?",Dwight,False
35968,6,16,64,"[entering the Halpert house]  Hello?  Dwight?  What, what are you doing here?",Isabelle,False
35969,6,16,64,"Isabelle.  Hello...  Yeah, the uh, kitchen was disgusting, so...",Dwight,False
35972,6,16,64,All I did was bring macaroni and cheese...  Where's the fridge?,Isabelle,False
35973,6,16,64,"Oh, it's...  In the backyard.  I'll take this.",Dwight,False
36017,6,16,71,"And now you, two forms of ID, please...  Alright, all is in order.  I just need your signature...  What is it?",Angela,False
36018,6,16,71,Nothing.,Dwight,False
36019,6,16,71,Alright.  How would you like to celebrate?,Angela,False
36020,6,16,71,Just pour yourself a cup of apple juice.  I feel sick...  [Jim and Pam walk in to their house with the baby]  I couldn't find the iPod...  Give me a couple days.  I'll be out of your hair.,Dwight,False
36038,6,17,4,What do we got here?,Jim,False
36039,6,17,4,Mega-Desk.,Dwight,False
36072,6,17,12,"[swats over various photos and knickknacks, points at paperwork] Is this yours or mine?",Jim,False
36073,6,17,13,They say that no man is an island. False! I am an island and this island is volcanic. And it is about to erupt. With the molten hot lava of strategy!,Dwight,False
36084,6,17,14,Is that what happened to you?,Jim,False
36085,6,17,14,"I'll tell you what happened to me. I didn't see my father for the first two years of my life. I thought my mother was my father, and my wet-nurse was my mother.",Dwight,False
36141,6,17,21,What?,Jim,False
36142,6,17,21,My headphones are broken.,Dwight,False
36151,6,17,21,Can you grow up?,Jim,False
36152,6,17,21,"-Dad, you know we'll have a good time then.'",Dwight,False
36230,6,17,34,Sorry Sugar. What'd you want?,Jo,False
36231,6,17,34,"Well, you see, I actually do have a meeting. With a client. I'm just gonna reschedule for next week.",Dwight,False
36325,6,18,2,When are we getting to sales topics?,Stanley,False
36326,6,18,2,"Yeah, what about those leads? Did you hear anything from corporate?",Dwight,False
36331,6,18,2,Dwight?,Michael,False
36332,6,18,2,"Sorry, Michael, I got calls to make.",Dwight,False
36341,6,18,4,Is that all you have to say to me?,Michael,False
36342,6,18,4,"Yeah. You got any news on the leads? ... Okay, I'll tell you what. I'm going out on a very important sales call. You get any news about the leads, you try me. All of my numbers. All six of my numbers, okay? Including the car phone! [leaves office] Alright, Dwight out!",Dwight,False
36523,6,18,29,You think you would have done better without me? Really?,Michael,False
36524,6,18,29,I hitched my wagon to a horse with no legs.,Dwight,False
36565,6,18,33,This [picks up racquet] Why would somebody throw that out?,Michael,False
36566,6,18,33,"Hey [holds up an old sweater] You know who'd like this? Phyllis. Purple, much?",Dwight,False
36567,6,18,33,"Yeah, she does - she loves purple. [Dwight sniffs it] Does it stink?",Michael,False
36568,6,18,33,Yeah [puts it back in the bath tub],Dwight,False
36582,6,19,1,How many is that?,Michael,False
36583,6,19,1,"Not counting the last one, 25.",Dwight,False
36716,6,19,24,Do you?,Isabel,False
36717,6,19,24,Usually means there's a battle scene coming.,Dwight,False
36789,6,19,39,[Isabel and Dwight playing whack-a-mole] You are amazing at this. How did you get so good?,Isabel,False
36790,6,19,39,Whacking moles. Hit 'em on the head. Whack. Say it with me.,Dwight,False
36916,6,19,50,What are you talking about?,Isabel,False
36917,6,19,50,What are you-,Dwight,False
36920,6,19,50,Did he not tell you that?,Angela,False
36921,6,19,50,You're really putting me in an awkward position here.,Dwight,False
36922,6,19,50,Do you plan on raising a child with me? Or do you plan on breaking this contract?,Angela,False
36923,6,19,50,"Angela, not here!",Dwight,False
37060,6,20,20,What's up?,Jim,False
37061,6,20,20,Her milk is coming in. She's getting uncomfortable.,Dwight,False
37065,6,20,20,"That's weird, my breast pump is missing. Have you seen my breast pump?",Pam,False
37066,6,20,20,"[removes jacket, applies hand sanitizer] All right, this is gonna traumatize me a hell of a lot more than you, believe me.",Dwight,False
37067,6,20,20,"You know what, Dwight? Let me just check the bathroom first. Okay?",Pam,False
37068,6,20,20,Really? Fine. Let your breasts explode. Three squeezes and I would drain you.,Dwight,False
37111,6,20,22,Did everyone know? Was I the only one who didn't know?,Erin,False
37112,6,20,22,Yeah pretty much.,Dwight,False
37275,6,21,14,Hmm?,Gabe,False
37276,6,21,14,"Ten seconds ago, this guy was driving a forklift. Okay? Now all off a sudden he's Cinderella of the office. What are you guys thinking?",Dwight,False
37278,6,21,14,I like the sound of this. [looks at Dwight] Maybe one day I'll be sitting in Michael's chair. Wouldn't that be something?,Darryl,False
37279,6,21,15,"One minority from this branch is going to get into this program. Who would I refer? Hmm... the competent, hardworking one who does things his own way, or the malleable simpleton who can be bought for a few fashion magazines?",Dwight,False
37418,6,21,36,What?,Gabe,False
37419,6,21,36,"You said the program is not open to Caucasians. Well... anthropologically, she is Indian. Indians migrated from the caucuses region of Europe. Therefore, technically, she is Caucasian. You're welcome, America.",Dwight,False
37470,6,21,41,Dwight: What are you doing?,Kelly,False
37471,6,21,41,Helping heal America in a dramatic fashion in the 11th hour.,Dwight,False
37536,6,22,1,Stop what?,Jim,False
37537,6,22,1,"You're talking about me in Morse Code. Well, you know what? Joke's on you 'cause I know Morse Code. Ha!",Dwight,False
37604,6,22,10,This is you. How much do you charge?,Michael,False
37605,6,22,10,"$100 a day, plus expenses.",Dwight,False
37661,6,22,17,You okay?,Donna,False
37662,6,22,17,"Yeah, I'm good. Hey, you know an exercise for two people that uses the whole body?",Dwight,False
37668,6,22,18,"Look, young man, can you wipe down that seat?",Old lady,False
37669,6,22,18,Get out of my way. Huh!,Dwight,False
37675,6,22,20,You're back. What happened?,Michael,False
37676,6,22,20,"Oh, I pulled muscles in both my thighs. Thanks for asking.",Dwight,False
37677,6,22,20,"No, what happened with Donna?",Michael,False
37678,6,22,20,"Yeah, no. She's not cheating. Oh, man! Will you help me work out this knot? Right here. [near his groin]",Dwight,False
37681,6,22,20,No. No! Are you sure?,Michael,False
37682,6,22,20,"I'm positive. Yeah, oh, and here's your expense receipts right there.",Dwight,False
37683,6,22,20,Who eats eight protein bars?,Michael,False
37684,6,22,20,People who don't trust egg whites.,Dwight,False
37835,6,22,41,I'm the mistress?,Michael,False
37836,6,22,42,"[on workout bicycle at gym] Okay, everybody, let's take this next hill.",Dwight,False
38217,6,24,10,Mind if I get in there for a second?,Nick,False
38218,6,24,10,"Oh, sure thing, go ahead.",Dwight,False
38219,6,24,10,"Just one... [Dwight pushes Nick's neck to the desk and pushes his arm up] Gah! Ah! Dwight, what the hell?",Nick,False
38220,6,24,10,"Apache persuasion hold, that's the hell! What are you doing to my computer?",Dwight,False
38233,6,24,12,"Yeah, I noticed you've had a great year. Good boy... you turning that money into more money?",Jo,False
38234,6,24,12,Are you referring to alchemy?,Dwight,False
38338,6,24,31,"What time works for you? [Dwight looks across the street] Mr. Schrute, what time works?",Realtor,False
38339,6,24,31,"Cancel it. I want you to make an offer at seventeen twenty-five Slough Avenue. Make 'em an offer they can't refuse. No, on second thought, low ball them. Don't call me 'til you have it.",Dwight,False
38347,6,24,33,"Uh, just all the evidence. And it really seems like it was you. Can we all agree to say that it was Andy for now, and sit with it, see how it feels?",Gabe,False
38348,6,24,33,All right. Sounds good.,Dwight,False
38364,6,24,35,"Well, I think that the real question is: Who is the whistleblower?",Kevin,False
38365,6,24,35,"Oh, just...",Dwight,False
38382,6,24,37,"You, you guys have fifteen parties a week, you can't learn my name?",Nick,False
38383,6,24,37,"Hey, hey, hey, hey, hey, hey, hey, hey IT guy. Here's the story, champ. None of us have spent a lot of time getting to know you, okay? We liked the last guy, Siddiq, because he kept to himself, and we also thought he might have been a terrorist. You know what, I'm going to leave you with one other thought. Inner city kids use computers for two things, games and porn. So good luck wasting your life, lurch.",Dwight,False
38445,7,1,7,[goes to change thermostat as Dwight puts a locked cover over it] Hey. What are you doing?,Pam,False
38446,7,1,7,"From now on, if you're hot, sit on an ice pack.",Dwight,False
38447,7,1,7,"Well, what if you're cold?",Kevin,False
38448,7,1,7,"Like you'd ever be cold, Kevin. Stop asking me hypothetical questions, OK? I'm too busy.",Dwight,False
38506,7,1,21,"Well, Dwight, he wiped his butt. Is that close enough for you?",Michael,False
38507,7,1,21,Yes. Of course.,Dwight,False
38657,7,2,1,Is there really?,Jim,False
38658,7,2,2,"Now that I own the building, I'm looking for new sources of revenue. And a daycare center... Ha ha ha [laughing maniacally] Well I guess it's not an evil idea. It's just a regular idea. But there is no good laugh for a regular idea.",Dwight,False
38665,7,2,3,Wait. Is this your place Dwight?,Jim,False
38666,7,2,3,Oh no. I like to think of it as a kids place. Would you like a tour?,Dwight,False
38677,7,2,3,Who will be watching the children?,Jim,False
38678,7,2,3,No one. The door locks from the outside. Escape is impossible.,Dwight,False
38693,7,2,8,The mall itself or just the stores in the mall?,Phyllis,False
38694,7,2,8,"All of it! The mall, the stores, the kiosks!",Dwight,False
38696,7,2,8,Did something happen Dwight?,Jim,False
38697,7,2,8,"Yeah, something happened. Oh yeah, something happened, Jim.",Dwight,False
38709,7,2,13,Dwight?,Andy,False
38710,7,2,13,What?,Dwight,False
38711,7,2,13,Did you call all of my clients at the mall and cancel all my business while using the 'F' word?,Andy,False
38712,7,2,13,Yes I did. And I'm going to do the same with all of your clients.,Dwight,False
38719,7,2,13,So what happened?,Pam,False
38720,7,2,13,"I went to the store and I pressed the buzzer, and they looked right at me, and then they looked away. And then I pressed the buzzer again, and they started taking pictures of me on their mobile phones. I guess I'm not the kind of guy that's good enough for precious heirlooms.",Dwight,False
38890,7,2,41,Yes?,Salesman,False
38891,7,2,41,"I was here yesterday, and you refused to wait on me.",Dwight,False
38950,7,3,8,Dwight?,Andy,False
38951,7,3,8,"Uh, no, thank you. Last time I went to the theater, a man dressed as a cat sat on my lap.",Dwight,False
38966,7,3,12,"Well, there's a lot of gray area in that clause.  Do you want to re-mediate?",Angela,False
38967,7,3,12,"Alright, fine. I'll go to your little show, but I'm not wearing a cape.",Dwight,False
39171,7,4,5,[seeing the worker Dwight picked up in the parking lot] Who's this guy by our cars?,Angela,False
39172,7,4,5,"That is my new maintenance worker, Nate. And you'll be happy to know that he's taking care of that hornet's nest that you've been griping about.",Dwight,False
39176,7,4,5,But if he doesn't?,Ryan,False
39177,7,4,5,He'll die.,Dwight,False
39179,7,4,5,"Uhh, beg your pardon?",Andy,False
39180,7,4,5,When did the phrase do or die become so corrupted?,Dwight,False
39226,7,4,12,"How did this happen, how did I get this?",Michael,False
39227,7,4,12,"Some eggs can rely dormant in a woman for years, they may not even know they have it.",Dwight,False
39232,7,4,12,Oh my God! What if I did?,Michael,False
39233,7,4,12,"You need to contact Holly! You need to notify her, that she is crawling with herpes.",Dwight,False
39383,7,4,27,"Oh hey! Dwight, would you take my grandmother for a walk while I talk to Helene?",Michael,False
39384,7,4,27,Come on old lady. Let's go.,Dwight,False
39503,7,5,4,Amazing. How do I look?,Jim,False
39504,7,5,4,Normal. Ugly.,Dwight,False
39512,7,5,5,Phoenix Sun's point guard?,Jim,False
39513,7,5,5,No.,Dwight,False
39514,7,5,5,No? Nothin'?,Jim,False
39515,7,5,5,"No, Mr. Jock Hipster.",Dwight,False
39634,7,5,19,Is that your office?,Jim,False
39635,7,5,19,"Yes, Jim. And with a little tweaking, it becomes a different office. We lure Danny to it and watch him sell.",Dwight,False
39651,7,5,22,Meredith Van Helsing?,Jim,False
39652,7,5,22,Van Helsing was a respected professor before he was a vampire killer.,Dwight,False
39701,7,5,26,"I've never been a desk man. Always traveling on the road. Come on...why not, huh?",Danny,False
39702,7,5,26,Oh...,Dwight,False
39710,7,5,27,What do you mean?,Jim,False
39711,7,5,27,"I told you! You're an exec at Stark Industries, a corporation you inherited from your father-",Dwight,False
39715,7,5,27,All right. I can do that. Then what?,Oscar,False
39716,7,5,27,Then make him pitch to you.,Dwight,False
39729,7,5,28,Who else we got?,Jim,False
39730,7,5,29,Okay. You're a young hotshot from Stark Industries. You've just bought this company. Meredith is fired. It's a whole new regime. He's gotta pitch to you now.,Dwight,False
39844,7,5,33,"Hey, crazy, um...so...that's it? You're just-you're fine?",Jim,False
39845,7,5,33,"It's after 5:00, Jim. I'm not gonna take this home. [shakes Danny's hand]",Dwight,False
39886,7,6,11,What?,Pam,False
39887,7,6,11,You're only one third as beautiful and only half her height.,Dwight,False
39896,7,6,13,[laughs] OH! Who likes to water ski on Lake Erie? No wai-where does Dracula like to water ski?,Michael,False
39897,7,6,13,Lake Erie.,Dwight,False
39974,7,6,25,What is taking someone from behind?,Michael,False
39975,7,6,25,"No. Shh. Michael, listen. This cannot stand. We can't have workers going straight to corporate. Makes your job superfluous.",Dwight,False
40005,7,6,29,[staring at Gabe and Kevin] What the hell are they talking about?,Michael,False
40006,7,6,29,"Hmm, Kevin and Gabe. Probably about the extremes of the human physique.",Dwight,False
40074,7,6,39,"Dwight, you saw Darryl move it, right?",Michael,False
